input_text,target_text
"Base caption: A couple look sexy because they flirt
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A couple look sexy because they flirt
"Base caption: Four policemen are searching for information in the laptop
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Four policemen are searching for information in the laptop
"Base caption: Couple looks happy and enjoying the dance
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple looks happy and enjoying the dance
"Base caption: A couple looks happy and presents their cozy habitat place
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A couple looks happy and presents their cozy habitat place
"Base caption: A happy couple is glad to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A happy couple is glad to be together
"Base caption: The happy man is holding the baseball glove
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy man is holding the baseball glove
"Base caption: Man looks suspicious and distrustful
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks suspicious and distrustful
"Base caption: Two sad men are having a conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two sad men are having a conversation
"Base caption: The man is trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to shoot somebody
"Base caption: A man looks disappointed and sad because his beliefs came wrong, and a woman tries to cheer him
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A man looks disappointed and sad because his beliefs came wrong, and a woman tries to cheer him"
"Base caption: A man looks cool because he records some voice tracks
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man looks cool because he records some voice tracks
"Base caption: Couple looks flirty and notices only each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple looks flirty and notices only each other
"Base caption: The couple is happily kissing each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The couple is happily kissing each other
"Base caption: The man and the woman are having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are having fun
"Base caption: The woman and a man are fighting with each other
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman and a man are fighting with each other
"Base caption: Man looks happy and carefree
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks happy and carefree
"Base caption: Man speaks to prisoner and going to free him, that's why the prisoner is happy
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
","Man speaks to prisoner and going to free him, that's why the prisoner is happy"
"Base caption: Man looks outraged and that's why gesticulates a lot
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks outraged and that's why gesticulates a lot
"Base caption: Two men having fun together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men having fun together
"Base caption: The happy couple is kissing each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy couple is kissing each other
"Base caption: The woman is happy to see a friend of her husband
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is happy to see a friend of her husband
"Base caption: The group of people are having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people are having fun
"Base caption: The woman is laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is laughing at something
"Base caption: Two men are trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are trying to shoot somebody
"Base caption: The man is wary about something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is wary about something
"Base caption: The group of people are trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people are trying to shoot somebody
"Base caption: Six happy men are taking a picture
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Six happy men are taking a picture
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Happy man is ready to start a new day
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy man is ready to start a new day
"Base caption: A man looks arrogant while woman looks skeptically at him
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks arrogant while woman looks skeptically at him
"Base caption: Woman tries to look cool, but her taste in clothes is awful
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Woman tries to look cool, but her taste in clothes is awful"
"Base caption: The angry woman is arguing with the man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The angry woman is arguing with the man
"Base caption: The worried woman is searching for something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The worried woman is searching for something
"Base caption: Coach explains something to the man
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Coach explains something to the man
"Base caption: The wondered man is walking with a model in a bikini
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The wondered man is walking with a model in a bikini
"Base caption: The man is worried about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is worried about something
"Base caption: Men look decisive and aggressive, they intimidate negotiators
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men look decisive and aggressive, they intimidate negotiators"
"Base caption: Anxious man is scared by soldiers
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Anxious man is scared by soldiers
"Base caption: Man is trying to point the direction the woman asked, and does it with enthusiasm
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Man is trying to point the direction the woman asked, and does it with enthusiasm"
"Base caption: The woman is trying to kill two men
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is trying to kill two men
"Base caption: The happy couple is dancing on the stage
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy couple is dancing on the stage
"Base caption: The anxious man is scared by journalists
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The anxious man is scared by journalists
"Base caption: The man is kissing the annoyed woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is kissing the annoyed woman
"Base caption: Concentrated man is preparing for a baseball pitch
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Concentrated man is preparing for a baseball pitch
"Base caption: The man is laughing at the other man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is laughing at the other man
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The man is looking angry at the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is looking angry at the other man
"Base caption: Man is smiling confidently with squinted eyes
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man is smiling confidently with squinted eyes
"Base caption: The man is kissing the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is kissing the woman
"Base caption: The man is kissing the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is kissing the woman
"Base caption: Serious men are dressed as cowboys
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Serious men are dressed as cowboys
"Base caption: The sad woman is talking on the reception
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The sad woman is talking on the reception
"Base caption: Woman looks pleasantly surprised and excited
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks pleasantly surprised and excited
"Base caption: A couple looks gentle and is enjoying cuddling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A couple looks gentle and is enjoying cuddling
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: Angry men are about to fight
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Angry men are about to fight
"Base caption: A woman looks confident and with dignity and a man smiles and tells her a story
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A woman looks confident and with dignity and a man smiles and tells her a story
"Base caption: The woman is hugging the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is hugging the man
"Base caption: The couple is anxious about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The couple is anxious about something
"Base caption: The happy woman is pleased by a company of her boyfriend
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy woman is pleased by a company of her boyfriend
"Base caption: The man is arguing with somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with somebody
"Base caption: The woman and man are hugging each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman and man are hugging each other
"Base caption: A man looks shocked because he visited a strip club for a first time
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man looks shocked because he visited a strip club for a first time
"Base caption: Men look arrogant and satisfied with themselves
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men look arrogant and satisfied with themselves
"Base caption: The woman looks upset
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks upset
"Base caption: The serious man is shooting from the shotgun
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The serious man is shooting from the shotgun
"Base caption: A man sits with confidence in his eyes and a woman bends on him seeking his support
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man sits with confidence in his eyes and a woman bends on him seeking his support
"Base caption: The group of people is having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people is having fun
"Base caption: A man grins because he thinks he is a clown
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man grins because he thinks he is a clown
"Base caption: Two men are  having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men are  having fun
"Base caption: Two serious men are talking about the filming process
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two serious men are talking about the filming process
"Base caption: Woman is happy and excited and her family is joyful and calm
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is happy and excited and her family is joyful and calm
"Base caption: Woman is distrustful of what she is told and annoyed
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Woman is distrustful of what she is told and annoyed
"Base caption: Man looks funny and smiling and the woman is kind and smiling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks funny and smiling and the woman is kind and smiling
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Two worried men are opening the drugs
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two worried men are opening the drugs
"Base caption: Group of people is trying to shoot somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Group of people is trying to shoot somebody
"Base caption: Two man are interrogated by somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two man are interrogated by somebody
"Base caption: Weaponized men are scared about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Weaponized men are scared about something
"Base caption: Two women are having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are having fun
"Base caption: The happy men are having a business conversation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy men are having a business conversation
"Base caption: A boy reads a book and explains a father his thoughts and the father is serious and listens attentively
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A boy reads a book and explains a father his thoughts and the father is serious and listens attentively
"Base caption: Couple look mysterious and happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple look mysterious and happy
"Base caption: Man looks ironic and tells funny stories
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks ironic and tells funny stories
"Base caption: Man is smiling but he is cautious and waits for opportunity
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man is smiling but he is cautious and waits for opportunity
"Base caption: The woman looks angry and trying to harm somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks angry and trying to harm somebody
"Base caption: The woman is crying
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is crying
"Base caption: Two men are discussing the results of a recent sports contest and joyful their bets were the winning ones
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men are discussing the results of a recent sports contest and joyful their bets were the winning ones
"Base caption: The woman is scared of somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is scared of somebody
"Base caption: Men are friendly and very confident
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men are friendly and very confident
"Base caption: The man is excited to teach martial arts to his son
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is excited to teach martial arts to his son
"Base caption: People interfere each other and look very troubled
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",People interfere each other and look very troubled
"Base caption: The woman is arguing with the man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is arguing with the man
"Base caption: Couple is happy to hug each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple is happy to hug each other
"Base caption: Three men are dancing
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Three men are dancing
"Base caption: Two men are interrupted by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are interrupted by something
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The man and the woman are investigating something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man and the woman are investigating something
"Base caption: Three calm men are talking about the business
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Three calm men are talking about the business
"Base caption: Man is suspicious and cautious, hence he watches the cause of his disturbance
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Man is suspicious and cautious, hence he watches the cause of his disturbance"
"Base caption: A woman looks despaired and she cried recently and a man holds her and tries to comfort her
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A woman looks despaired and she cried recently and a man holds her and tries to comfort her
"Base caption: A happy family is glad to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A happy family is glad to be together
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The man and the woman are laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are laughing at something
"Base caption: People are laughing and enjoying the company of each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",People are laughing and enjoying the company of each other
"Base caption: Men look cautious and ready to gunfire because they transport mammoth
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men look cautious and ready to gunfire because they transport mammoth
"Base caption: Man and woman singing with all their heart and happy to give it away for passion
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man and woman singing with all their heart and happy to give it away for passion
"Base caption: The man is kissing the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is kissing the woman
"Base caption: Women look posing and smiling on red carpet
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Women look posing and smiling on red carpet
"Base caption: The man is arguing with the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the other man
"Base caption: The man is trying to harm the other man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is trying to harm the other man
"Base caption: Woman looks happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks happy
"Base caption: Man looks distrustful and decisive,he tries to find out the truth
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Man looks distrustful and decisive,he tries to find out the truth"
"Base caption: A family looks happy because they just received a humanitarian aid
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A family looks happy because they just received a humanitarian aid
"Base caption: Men look cautious and stubborn
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men look cautious and stubborn
"Base caption: The happy man is hugging his nice wife
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy man is hugging his nice wife
"Base caption: The man is disappointed while talking to another man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is disappointed while talking to another man
"Base caption: Woman looks indifferent and distracted, but smiles lightly
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Woman looks indifferent and distracted, but smiles lightly"
"Base caption: The group of people are surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people are surprised by something
"Base caption: The man is interrogates the other man
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is interrogates the other man
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: A man looks funny and smiling because two women are interested in him
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man looks funny and smiling because two women are interested in him
"Base caption: The old man and nice women are worried about something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The old man and nice women are worried about something
"Base caption: The couple is enjoying the company of each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The couple is enjoying the company of each other
"Base caption: Happy family is spending the time together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy family is spending the time together
"Base caption: Two men are investigating something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two men are investigating something
"Base caption: The group of people is interrupted by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people is interrupted by something
"Base caption: The surprised man is holding a huge sword
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The surprised man is holding a huge sword
"Base caption: The man is hugging the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is hugging the woman
"Base caption: The young people are satisfied with their new invention
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The young people are satisfied with their new invention
"Base caption: The man and the woman are greeting each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are greeting each other
"Base caption: The man looks very worried
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man looks very worried
"Base caption: Family is happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Family is happy to be together
"Base caption: Woman looks ironic and confident and man looks indifferent
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks ironic and confident and man looks indifferent
"Base caption: Angry people are beating the scared man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Angry people are beating the scared man
"Base caption: Couple look flirty and joyful
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple look flirty and joyful
"Base caption: The group of people is fighting
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of people is fighting
"Base caption: Men look confused and cautious
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men look confused and cautious
"Base caption: The weird dressed couple is dancing on the stage
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The weird dressed couple is dancing on the stage
"Base caption: Men are serious and persuading and look involved in some conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Men are serious and persuading and look involved in some conversation
"Base caption: Two men are looking on each other
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Two men are looking on each other
"Base caption: The man is scared because of another happy man in his bed
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is scared because of another happy man in his bed
"Base caption: The company of happy people is having picnic
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company of happy people is having picnic
"Base caption: The woman is kissing the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is kissing the man
"Base caption: Woman looks alluringly and seductive, and man tries to hold her magic
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
","Woman looks alluringly and seductive, and man tries to hold her magic"
"Base caption: The man is worried about the woman's condition
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is worried about the woman's condition
"Base caption: Woman looks decisive and aggressive, she holds a gun
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Woman looks decisive and aggressive, she holds a gun"
"Base caption: Two happy men are posing for the photo
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy men are posing for the photo
"Base caption: Two men having a conflict
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men having a conflict
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Man looks troubled but with strong will as he is being strangled
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks troubled but with strong will as he is being strangled
"Base caption: A man and a woman look scared, they are trying to escape the pursuit
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A man and a woman look scared, they are trying to escape the pursuit"
"Base caption: Two women are happy about a new statuette
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two women are happy about a new statuette
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Old man is happy to play with his granddaughter
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Old man is happy to play with his granddaughter
"Base caption: A family looks happy and excited because they will appear in the news because of their huge dog
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A family looks happy and excited because they will appear in the news because of their huge dog
"Base caption: Calm couple is talking with each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Calm couple is talking with each other
"Base caption: Worried woman is driving the car
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Worried woman is driving the car
"Base caption: A woman looks surprised and with distrust to a man who has told her some unbelievable story and proves it was for real
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",A woman looks surprised and with distrust to a man who has told her some unbelievable story and proves it was for real
"Base caption: Men look surprised and uncertain because a son of one of them is escaping the home and they don't know what to do
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Men look surprised and uncertain because a son of one of them is escaping the home and they don't know what to do
"Base caption: Women are surprised and confused, but they smiling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Women are surprised and confused, but they smiling"
"Base caption: Man is troubled because kite rope entangled in some junk on the ground
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man is troubled because kite rope entangled in some junk on the ground
"Base caption: Amazed women are noticed something interesting
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Amazed women are noticed something interesting
"Base caption: The woman looks annoyed
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks annoyed
"Base caption: Man looks confident and eager while riding the bull
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks confident and eager while riding the bull
"Base caption: The company of people is happy to spend their time together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The company of people is happy to spend their time together
"Base caption: Boy looks annoyed and man looks understanding and calm
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Boy looks annoyed and man looks understanding and calm
"Base caption: Men are concentrated and look like scientists or investigators
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men are concentrated and look like scientists or investigators
"Base caption: Couple concentrated on converstaion
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Couple concentrated on converstaion
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The man and the woman are laughing at something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are laughing at something
"Base caption: The man is arguing with the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the woman
"Base caption: The man and the woman are interrupted by somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man and the woman are interrupted by somebody
"Base caption: Woman is confident and man is trying to speak to her, he is embarrassed
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Woman is confident and man is trying to speak to her, he is embarrassed"
"Base caption: A policeman and a policewoman look serious and concentrated because they have to conduct an investigation and find some clues
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A policeman and a policewoman look serious and concentrated because they have to conduct an investigation and find some clues
"Base caption: The man is holding his happy girlfriend
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is holding his happy girlfriend
"Base caption: Woman looks interested in what's going with plant
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks interested in what's going with plant
"Base caption: Couple looks cool and interested in what they are observing
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple looks cool and interested in what they are observing
"Base caption: The woman is flirting with somebody
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with somebody
"Base caption: Ugly man is reading the book
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Ugly man is reading the book
"Base caption: A man flirts to a woman and the woman is thoughtful and uncertain if she wants to agree of reject his proposition
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man flirts to a woman and the woman is thoughtful and uncertain if she wants to agree of reject his proposition
"Base caption: A man and a woman are anxious
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man and a woman are anxious
"Base caption: The man is happy about the asked question
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is happy about the asked question
"Base caption: Man looks smiling with naughtiness and woman looks strict
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks smiling with naughtiness and woman looks strict
"Base caption: Two men are calm and serious about something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two men are calm and serious about something
"Base caption: The man is scornfully looking on happy woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is scornfully looking on happy woman
"Base caption: Women are simple, kind and smiling
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","Women are simple, kind and smiling"
"Base caption: People are having a serious conversation
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",People are having a serious conversation
"Base caption: The suspicious man is investigating something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The suspicious man is investigating something
"Base caption: Three worried men are smoking in the park
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Three worried men are smoking in the park
"Base caption: The woman is hugging the other woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is hugging the other woman
"Base caption: The man and the woman are surprised
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are surprised
"Base caption: A woman and a man are dissapointed with something
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",A woman and a man are dissapointed with something
"Base caption: The woman is shocked by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is shocked by something
"Base caption: The group of people is having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The group of people is having fun
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: Woman looks naive and smiling with simple family joys
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman looks naive and smiling with simple family joys
"Base caption: The tired kids are leaning back to the car
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The tired kids are leaning back to the car
"Base caption: Couple smiling because they noticed something funny in crowd
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple smiling because they noticed something funny in crowd
"Base caption: A woman looks decisive and bossy, and men look supportive and cool
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","A woman looks decisive and bossy, and men look supportive and cool"
"Base caption: Couple look confident and happy
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple look confident and happy
"Base caption: A man looks very convincing trying to persuade his interlocutor
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man looks very convincing trying to persuade his interlocutor
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: Man is happy and touched
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man is happy and touched
"Base caption: The woman is shocked by the other woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is shocked by the other woman
"Base caption: Family couple are happy because they are famous
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Family couple are happy because they are famous
"Base caption: Man looks surprised and watchful
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks surprised and watchful
"Base caption: Two happy men are greeting somebody
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy men are greeting somebody
"Base caption: People are upset with the death of the girl and some of them are crying
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",People are upset with the death of the girl and some of them are crying
"Base caption: Man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man is flirting with the woman
"Base caption: The bunch of worried doctors are trying to heal the patient
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The bunch of worried doctors are trying to heal the patient
"Base caption: Two weird men are laying on the bed
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two weird men are laying on the bed
